Keyword;Avg. monthly searches;Cambio en los últimos tres meses;Cambio interanual;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);In account?;Searches: Nov 2023;Searches: Dec 2023;Searches: Jan 2024;Searches: Feb 2024;Searches: Mar 2024;Searches: Apr 2024;Searches: May 2024;Searches: Jun 2024;Searches: Jul 2024;Searches: Aug 2024;Searches: Sep 2024;Searches: Oct 2024;Searches: Nov 2024
de derecho laboral;10;0%;0%;Medio;43;;;;10;10;0;10;10;10;10;10;0;10;10;10;10
datos de un abogado;10;0%;0%;Bajo;14;;;;10;10;0;10;10;0;10;10;10;10;10;10;10
datos de abogados;10;0%;0%;Medio;35;;;;10;10;10;10;10;10;10;10;10;10;10;20;10
datos abogados;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
daños por accidente de transito;10;0%;0%;Bajo;30;;;;10;10;10;10;10;10;10;10;10;20;10;10;10
daños laborales ejemplos;10;∞;0%;Bajo;7;;;;10;0;0;0;10;10;10;10;0;0;0;0;10
cuáles son los tipos de accidentes de trabajo;10;0%;-50%;Bajo;20;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
cuál es el derecho laboral;10;0%;0%;Medio;36;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
cuál es el dedo más caro;10;0%;0%;Bajo;1;;;;10;10;10;20;10;10;10;10;10;10;10;10;10
cuál es el accidente in itinere;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;10;0;0;0;0;0;0;0
costes abogado;10;0%;0%;Bajo;0;;;;10;0;10;10;0;10;10;0;10;10;10;10;10
coste de un abogado;10;0%;0%;Alto;76;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
correo de despido laboral;10;-100%;-100%;Desconocido;;;;;30;10;10;10;10;0;0;10;10;10;10;10;0
contactos de abogados;10;0%;0%;Alto;97;$102,11;361,69;;10;20;10;10;10;10;10;10;10;10;10;10;10
contacto abogado;10;∞;0%;Medio;36;;;;10;10;20;10;10;10;10;10;10;10;0;10;10
contactar abogado;10;-100%;0%;Desconocido;;;;;0;10;0;0;10;10;0;0;0;0;10;0;0
consultas legales online gratis;10;0%;∞;Medio;57;$31,46;262,53;;0;10;0;10;10;0;10;10;10;10;10;10;10
consultas laborales online gratis;10;0%;0%;Bajo;0;;;;10;10;0;10;0;10;10;0;10;10;10;10;10
consultar si una persona es abogado;10;0%;-100%;Desconocido;;;;;10;0;0;10;0;0;0;10;0;0;0;0;0
consultar si alguien es abogado;10;-100%;0%;Desconocido;;;;;0;0;0;10;0;10;0;0;10;10;10;10;0
consulta tu abogado;10;0%;∞;Alto;86;;;;0;0;0;10;0;0;0;0;0;0;10;0;10
consulta online abogado laboralista;10;0%;0%;Alto;90;$533,26;2716,04;;10;10;10;0;10;10;10;10;10;10;10;10;10
consulta legal online;10;-100%;0%;Desconocido;;;;;0;10;10;10;10;10;10;10;10;10;10;0;0
consulta legal laboral gratuita;10;0%;0%;Desconocido;;;;;0;10;0;0;0;0;10;0;10;10;0;0;0
consulta legal laboral;10;0%;-100%;Desconocido;;;;;10;10;10;0;10;10;10;0;0;10;0;10;0
consulta laboral online;10;0%;0%;Medio;62;;;;10;10;10;10;10;10;0;10;10;0;10;10;10
consulta laboral gratis teléfono;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
consulta laboral gratis;10;0%;0%;Alto;94;$300,01;1010,46;;10;10;10;10;10;10;10;10;10;10;10;10;10
consulta juridica laboral gratis;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;0;0;0;0;10;0
consulta derecho laboral;10;0%;0%;Medio;57;$255,27;843,7;;10;10;10;10;10;10;10;10;10;10;10;10;10
consulta con abogados;10;0%;-50%;Alto;86;$182,92;581,33;;20;10;10;20;10;10;10;20;10;20;10;10;10
consulta abogado laboralista online gratis;10;0%;0%;Alto;86;;;;10;0;10;0;10;10;10;0;0;10;10;0;10
consulta abogado laboralista online;10;-100%;0%;Desconocido;;;;;0;10;10;10;10;10;10;10;10;10;10;10;0
consulta abogado laboral online;10;-100%;0%;Desconocido;;;;;0;10;10;10;10;10;10;10;10;10;10;10;0
consecuencias de los accidentes laborales para el trabajador;10;-100%;-100%;Desconocido;;;;;10;0;0;10;0;10;10;10;0;10;10;10;0
compensacion por despido arbitrario;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
compensacion por despido;10;0%;0%;Medio;59;$139,75;204,21;;10;10;10;10;10;10;10;10;10;10;10;10;10
compensacion por accidente laboral;10;-100%;-100%;Desconocido;;;;;10;10;0;10;0;10;10;10;10;10;10;10;0
compensacion por accidente de trabajo;10;0%;0%;Bajo;5;;;;10;10;0;0;0;10;0;10;10;10;10;10;10
comisiones medicas procedimiento;10;0%;-50%;Bajo;0;;;;20;10;10;10;10;10;10;10;20;10;10;10;10
comisiones medicas ley;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
comision medica san martin 25 de mayo;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
cobro por accidente laboral;10;0%;0%;Medio;33;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
cobro de indemnización por despido;10;0%;0%;Alto;69;$32,24;224,64;;10;10;10;10;10;10;10;10;10;10;10;10;10
cobro accidente laboral;10;"""";0%;Medio;57;;;;10;10;10;0;0;0;10;0;0;10;0;10;10
cobrar indemnización por despido;10;0%;0%;Medio;59;$53,57;285,9;;10;20;10;10;10;10;10;20;10;10;10;20;10
causas para un despido justificado;10;∞;0%;Alto;71;;;;10;10;10;10;10;10;10;10;0;10;0;10;10
causas para despido justificado;10;0%;0%;Medio;62;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
causas para despedir a un trabajador;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
causas despido injustificado;10;0%;0%;Desconocido;;;;;0;0;10;10;10;10;0;0;0;0;0;0;0
causas del despido;10;0%;0%;Bajo;18;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
causas de un despido justificado;10;0%;-100%;Desconocido;;;;;10;10;10;10;0;0;0;0;10;10;0;0;0
causas de los accidentes del trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
causas de despido sin indemnización;10;0%;0%;Alto;71;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
causas de despido laboral;10;0%;0%;Medio;35;$2,37;112;;10;10;10;10;10;10;10;20;20;10;10;10;10
causas de despido indirecto;10;0%;0%;Bajo;19;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
causas de despido de un trabajador;10;0%;-100%;Desconocido;;;;;10;10;0;0;0;10;0;10;0;0;0;10;0
causas accidentes laborales;10;0%;0%;Bajo;7;;;;10;0;10;10;10;10;10;10;10;10;10;10;10
causa de los accidentes laborales;10;0%;0%;Bajo;8;;;;10;10;0;10;10;10;40;10;20;10;10;10;10
causa de los accidentes de trabajo;10;0%;0%;Bajo;7;;;;10;10;10;10;20;20;30;10;10;10;10;10;10
casos de un abogado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;10;0
casos de lesiones;10;∞;∞;Bajo;5;;;;0;0;0;0;0;10;10;0;0;10;0;10;10
casos de indemnización por accidente laboral;10;0%;0%;Medio;50;$32,98;432,23;;10;10;10;10;10;10;0;10;10;10;10;10;10
casos de accidentes de trabajo en empresas;10;∞;0%;Medio;57;;;;10;0;0;0;0;10;10;0;0;0;0;10;10
caso de un accidente laboral;10;∞;0%;Bajo;29;;;;10;10;0;0;10;10;10;0;10;10;0;10;10
caso de despido injustificado;10;0%;0%;Bajo;24;;;;10;10;10;0;10;10;10;10;0;10;10;20;10
carta documento de art;10;0%;-50%;Bajo;10;;;;20;20;10;10;10;10;10;10;10;10;10;10;10
capital abogados;10;-100%;-100%;Desconocido;;;;;10;10;0;0;0;10;0;10;0;10;10;0;0
capacidades de un abogado;10;∞;∞;Bajo;0;;;;0;0;0;10;10;10;10;10;0;10;0;10;10
calculo ley de riesgos del trabajo;10;-100%;-100%;Desconocido;;;;;40;20;10;10;10;10;10;0;0;10;10;0;0
calculo indemnizacion por muerte del trabajador;10;0%;0%;Bajo;31;$35,37;183,79;;10;10;10;10;10;10;10;20;10;10;10;10;10
calculo indemnizacion lesiones;10;0%;0%;Bajo;0;;;;10;10;10;10;10;0;0;10;10;10;10;10;10
calculo indemnizacion incapacidad permanente parcial;10;0%;0%;Bajo;18;;;;10;10;10;10;10;10;10;10;10;10;10;20;10
calculo incapacidad accidente de transito;10;-50%;0%;Bajo;12;;;;10;10;10;10;10;20;10;10;20;20;20;20;10
calculo de seguros;10;0%;0%;Alto;77;$919,53;2807,66;;10;10;10;10;10;10;10;10;10;10;10;10;10
cálculo de indemnización por muerte del trabajador argentina;10;0%;-100%;Desconocido;;;;;10;10;0;10;10;0;0;0;0;0;0;0;0
calculo baremo accidentes;10;0%;0%;Medio;39;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
calcular indemnizacion por accidente de transito argentina;10;0%;0%;Medio;63;$89,16;561,54;;10;20;10;10;10;20;10;20;10;10;10;10;10
calcular indemnización por accidente de tráfico;10;0%;0%;Medio;37;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
calcular indemnización art 2021;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
calcular indemnizacion accidente trafico;10;0%;0%;Bajo;7;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
calculadora indemnización lesiones accidente;10;0%;0%;Desconocido;;;;;0;10;10;0;10;0;0;0;0;10;0;0;0
calculadora gratis indemnización accidente;10;0%;"""";Medio;43;;;;0;0;10;10;10;10;10;0;10;0;10;10;10
calculadora de indemnizaciones por accidente de trabajo;10;0%;-50%;Medio;51;$33,51;124,04;;20;20;10;10;10;10;20;10;10;10;10;10;10
calculadora de indemnizacion accidente laboral;10;"""";-50%;Medio;57;;;;20;10;10;10;10;10;10;10;10;10;0;10;10
calculadora baremo;10;0%;0%;Bajo;11;;;;20;10;10;10;20;10;10;20;20;10;20;20;20
calculadora accidente;10;0%;-50%;Bajo;23;;;;20;0;10;10;10;10;10;10;10;10;10;10;10
calcula tu indemnización por accidente;10;0%;"""";Alto;80;$60,07;562,36;;0;10;10;10;10;10;10;10;10;10;10;10;10
busco un abogado laboral;10;-100%;0%;Desconocido;;;;;0;10;0;0;0;0;0;0;0;10;10;0;0
busco un abogado;10;∞;0%;Alto;68;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
busco abogado laboral;10;0%;0%;Alto;95;$117,26;1532,98;;10;10;20;10;10;10;10;10;10;10;10;10;10
buscar abogados poder judicial;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;0;10;0;0;0;0;0
bufete laboralista;10;-100%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;10;0;0
buenos aires abogados;10;0%;0%;Bajo;18;;;;10;10;10;10;10;10;30;10;10;10;10;10;10
buenos abogados laborales;10;∞;0%;Medio;33;;;;10;0;10;0;10;10;10;0;0;0;0;10;10
buenos abogados de accidentes;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;0;0;0;0;10;0
buen abogado;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
bs abogados;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;10;10;0;0;0;0
baremo secuelas accidente laboral;10;"""";"""";Medio;43;;;;0;0;0;0;0;0;10;0;0;10;0;0;10
baremo indemnización por secuelas accidente laboral;10;0%;0%;Desconocido;;;;;0;0;10;0;10;0;0;10;10;0;0;0;0
baremo calculadora;10;0%;0%;Bajo;29;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
baremo art 2021;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
baja por accidente in itinere;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
baja por accidente de trabajo;10;-100%;-100%;Desconocido;;;;;10;10;0;0;0;0;0;0;10;10;10;10;0
baja laboral por accidente laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;10;0;0;0;0;0
ba abogados;10;∞;∞;Bajo;0;;;;0;10;10;0;0;0;10;0;0;0;0;10;10
aviso despido trabajador;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;10;0;0;0;0;0;0
asesoramiento trabajadores;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;10;0;0;0;0;0;0;0
asesoramiento por despido laboral;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;0;0;0;10;0;0
asesoramiento legal laboral;10;-50%;0%;Alto;86;$194,08;1112,96;;10;10;10;10;10;10;10;10;10;10;20;10;10
asesoramiento laboral para trabajadores;10;0%;0%;Desconocido;;;;;0;10;0;0;0;10;10;10;0;0;0;0;0
asesoramiento laboral gratuito online;10;∞;-50%;Alto;86;;;;20;10;10;20;10;10;10;10;10;10;0;0;10
asesoramiento juridico laboral gratuito;10;0%;0%;Desconocido;;;;;0;0;10;0;10;0;0;0;0;0;0;0;0
asesoramiento jurídico laboral;10;0%;0%;Alto;80;$205,38;670,73;;10;10;10;10;10;10;10;10;10;20;10;10;10
asesoramiento juridico laboral;10;0%;0%;Alto;80;$205,38;670,73;;10;10;10;10;10;10;10;10;10;20;10;10;10
asesoramiento derecho laboral;10;∞;0%;Alto;86;;;;10;10;10;10;10;0;0;10;0;0;0;0;10
asesoramiento de un abogado;10;100%;0%;Alto;75;$124,28;337,99;;20;10;10;10;10;10;10;10;10;10;10;10;20
asesor legal online;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;10;10;0;10;10;0;10
articulo del despido injustificado;10;0%;0%;Bajo;14;;;;10;0;0;10;0;0;0;10;0;0;10;0;10
articulo accidente de trabajo;10;0%;0%;Bajo;0;;;;10;10;10;0;10;10;0;0;10;0;10;10;10
art pago de sueldo;10;0%;0%;Medio;41;$104,27;436,05;;10;20;20;10;10;10;20;10;20;10;10;20;10
art despido injustificado;10;∞;∞;Medio;57;;;;0;10;10;0;10;10;10;10;10;0;0;10;10
amputaciones por accidentes laborales;10;0%;0%;Bajo;0;;;;10;10;0;0;10;10;10;0;0;0;10;10;10
amputacion de dedo por accidente laboral;10;0%;"""";Alto;86;;;;0;0;0;0;0;0;0;0;0;0;10;10;10
agencia de abogados;10;100%;100%;Medio;59;$160,04;428,83;;10;10;20;10;10;20;10;10;10;10;10;10;20
accidentes profesionales;10;0%;0%;Bajo;12;;;;10;10;10;10;10;10;20;10;10;10;10;10;10
accidentes laborales que son;10;0%;0%;Medio;43;;;;10;10;10;0;0;10;0;10;0;10;10;10;10
accidentes laborales comunes;10;0%;0%;Desconocido;;;;;0;0;0;0;10;10;10;0;0;10;0;10;0
accidentes laborales causas;10;0%;0%;Bajo;7;;;;10;0;10;10;10;10;10;10;10;10;10;10;10
accidentes en empresas;10;0%;0%;Medio;37;$54,52;191,41;;10;10;10;10;30;30;10;10;20;10;10;20;10
accidentes del trabajo y enfermedades profesionales;10;0%;0%;Desconocido;;;;;0;0;10;0;10;10;10;10;0;10;0;10;0
accidentes de trabajo y enfermedades laborales;10;0%;0%;Medio;36;;;;10;10;0;10;0;10;10;0;0;0;10;0;10
accidentes comunes en el trabajo;10;0%;∞;Bajo;19;;;;0;0;10;10;10;10;0;0;0;10;10;0;10
accidentes causas;10;0%;0%;Bajo;4;;;;10;10;10;10;10;10;10;10;10;20;10;10;10
accidentes abogados;10;-50%;0%;Medio;53;$521,79;1067,91;;10;10;10;20;10;20;20;10;10;10;20;10;10
accidentelaboral;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;10;10;0;0;0;0;0;0
accidente yendo al trabajo art;10;0%;0%;Medio;61;$66,12;197,32;;20;10;10;10;10;10;20;10;20;10;20;10;20
accidente y enfermedad profesional;10;0%;0%;Medio;33;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente y enfermedad laboral;10;-50%;-50%;Bajo;20;;;;20;10;10;10;10;20;20;10;10;10;20;30;10
accidente volviendo del trabajo;10;0%;0%;Medio;44;$44,21;218,3;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente valor de cada dedo;10;-100%;0%;Desconocido;;;;;0;0;0;10;0;0;0;0;10;0;10;10;0
accidente trayecto;10;0%;0%;Bajo;7;;;;10;0;0;0;10;10;0;0;10;10;10;0;10
accidente trabajo in itinere;10;0%;0%;Medio;33;;;;10;10;10;0;10;10;10;10;0;10;10;10;10
accidente trabajo cuanto se cobra;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
accidente por riesgo de trabajo;10;"""";0%;Medio;43;;;;10;0;0;0;0;10;0;10;0;10;0;0;10
accidente no laboral ejemplos;10;-100%;-100%;Desconocido;;;;;10;0;10;10;10;0;10;0;10;0;10;10;0
accidente laboral y enfermedad laboral;10;0%;0%;Medio;50;;;;10;10;0;0;10;10;10;10;10;10;10;10;10
accidente laboral y despido;10;0%;0%;Bajo;23;;;;10;20;10;10;10;10;10;10;10;10;10;10;10
accidente laboral tipos;10;0%;0%;Bajo;12;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente laboral quién paga;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;10;0;0;0;0
accidente laboral quien da la baja;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
accidente laboral que se cobra;10;0%;"""";Bajo;0;;;;0;0;10;0;0;0;0;0;0;0;10;10;10
accidente laboral que hacer;10;0%;0%;Alto;68;$69,69;151,66;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente laboral perdida de dedos;10;0%;0%;Alto;67;;;;10;10;10;10;10;10;10;10;10;10;10;0;10
accidente laboral itinere;10;0%;0%;Medio;54;$53,52;125,83;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente laboral indemnización secuelas;10;-100%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;10;10;0
accidente laboral incapacidad;10;0%;0%;Alto;79;;;;10;10;10;0;10;10;10;0;10;0;10;10;10
accidente laboral in itinere tiempo;10;0%;0%;Medio;43;;;;10;0;10;10;10;10;10;10;0;10;10;0;10
accidente laboral in itinere cuanto se cobra;10;-100%;0%;Desconocido;;;;;0;0;0;10;10;10;10;0;0;10;10;0;0
accidente laboral en una empresa;10;0%;0%;Bajo;32;;;;10;0;0;0;10;10;10;10;10;10;10;10;10
accidente laboral derechos;10;-100%;-100%;Desconocido;;;;;10;0;10;10;10;10;10;10;10;0;10;10;0
accidente laboral de camino al trabajo;10;"""";"""";Medio;57;;;;0;0;0;0;0;0;10;0;0;0;0;0;10
accidente laboral como se paga;10;0%;"""";Bajo;14;;;;0;10;10;10;10;10;10;0;10;0;10;10;10
accidente itinere laboral;10;0%;0%;Medio;54;$53,52;125,83;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente in itinere quién paga;10;"""";0%;Medio;43;;;;10;10;10;0;10;10;10;10;10;0;0;10;10
accidente in itinere quien paga;10;0%;0%;Medio;57;;;;10;0;0;10;10;0;0;0;0;10;10;0;10
accidente in itinere jurisprudencia argentina;10;0%;0%;Medio;49;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente in itinere excepciones;10;-33%;100%;Medio;40;$45,97;196,1;;10;20;10;10;10;10;10;20;10;30;30;20;20
accidente in itinere es accidente laboral;10;0%;0%;Bajo;29;;;;10;10;0;10;0;0;10;10;10;0;10;0;10
accidente in itinere cuánto se cobra;10;0%;"""";Alto;79;;;;0;0;10;0;0;10;10;10;10;10;10;10;10
accidente in itinere cuanto se cobra;10;"""";0%;Medio;43;;;;10;10;10;0;10;0;0;0;0;0;0;0;10
accidente en in itinere;10;0%;0%;Bajo;32;;;;10;10;10;10;10;10;10;10;10;10;10;0;10
accidente en el trabajo ejemplos;10;0%;0%;Bajo;7;;;;10;0;10;0;10;20;20;10;10;10;10;10;10
accidente en el trabajo derecho laboral;10;0%;0%;Medio;62;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente en comision;10;0%;-50%;Bajo;0;;;;20;10;10;10;30;30;20;10;10;10;10;10;10
accidente de transito laboral;10;0%;0%;Bajo;0;;;;10;10;10;0;10;10;10;10;10;0;10;0;10
accidente de transito incapacidad;10;0%;0%;Bajo;0;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
accidente de trabajo y enfermedad de trabajo;10;0%;"""";Medio;50;;;;0;0;0;0;10;0;0;0;0;0;10;0;10
accidente de trabajo uruguay;10;0%;0%;Bajo;29;;;;10;0;10;10;0;10;0;0;0;0;10;10;10
accidente de trabajo trayecto;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;10;10;10;0;0;0
accidente de trabajo se paga al 100;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;0;10;0;0;10;0
accidente de trabajo quién paga el sueldo;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;0;10;10;10;10;10
accidente de trabajo que hacer;10;0%;0%;Alto;86;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente de trabajo por ocasión;10;-100%;-100%;Desconocido;;;;;10;10;0;0;0;10;10;0;10;0;10;10;0
accidente de trabajo por causa ejemplo;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;0;0;0;0;0;0;0;0
accidente de trabajo por causa;10;0%;-100%;Desconocido;;;;;10;10;0;0;0;0;0;0;0;0;0;0;0
accidente de trabajo laboral;10;0%;0%;Medio;52;;;;10;10;0;0;0;10;10;10;10;10;10;10;10
accidente de trabajo itinere;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
accidente de trabajo incapacidad;10;0%;0%;Alto;86;;;;10;10;10;10;10;10;10;10;10;10;10;0;10
accidente de trabajo en trayecto;10;∞;∞;Bajo;14;;;;0;0;0;0;0;0;0;10;0;0;0;10;10
accidente de trabajo en el trayecto;10;-100%;0%;Desconocido;;;;;0;10;0;0;0;10;10;10;10;10;10;0;0
accidente de trabajo cuanto se cobra;10;"""";0%;Alto;100;;;;10;10;0;10;10;10;10;0;10;10;0;0;10
accidente de trabajo como se paga;10;0%;0%;Medio;50;;;;10;10;10;10;0;10;10;10;10;10;10;10;10
accidente de trabajo cobro;10;0%;-100%;Desconocido;;;;;10;10;0;0;0;0;0;0;0;10;0;0;0
accidente de trabajo articulo;10;0%;-100%;Desconocido;;;;;10;10;10;0;0;10;0;0;10;0;0;10;0
accidente de laboral;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;0;10;0;10
accidente de itinere;10;0%;0%;Medio;57;;;;10;10;10;10;10;20;10;10;10;10;10;10;10
accidente de camino al trabajo es accidente laboral;10;0%;0%;Desconocido;;;;;0;10;10;0;0;10;0;0;10;0;0;0;0
accidente con baja;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;0;10;10;10;10;10
accidente abogado;10;-50%;0%;Medio;53;$521,79;1067,91;;10;10;10;20;10;20;20;10;10;10;20;10;10
accidente a causa;10;0%;0%;Desconocido;;;;;0;0;0;0;10;0;0;0;0;0;0;0;0
accidenta abogados;10;-50%;0%;Medio;53;$521,79;1067,91;;10;10;10;20;10;20;20;10;10;10;20;10;10
abogados srt;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados sobre trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
abogados que defienden al trabajador;10;0%;-100%;Desconocido;;;;;10;10;10;10;10;10;0;0;0;0;0;10;0
abogados por porcentaje;10;0%;0%;Desconocido;;;;;0;0;0;10;10;0;0;0;0;0;0;0;0
abogados por despido injustificado;10;∞;0%;Alto;100;;;;10;10;10;10;10;10;10;0;10;10;0;10;10
abogados por despido de trabajo;10;0%;0%;Alto;96;$386,47;1557,13;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados por accidente;10;-100%;-100%;Desconocido;;;;;10;10;0;10;0;10;10;10;10;10;10;0;0
abogados para trabajadores;10;0%;0%;Alto;70;$428,97;1016,02;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados para los trabajadores;10;∞;∞;Alto;100;;;;0;10;0;0;0;0;0;0;0;0;0;0;10
abogados para lesiones en el trabajo;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;0;0;0;0;0;0
abogados para lesiones;10;-100%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;10;10;0
abogados para indemnizaciones;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;10;10;10;10;0;10;0
abogados para incapacidad laboral;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
abogados para incapacidad;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;0;0;0;10;0;10;0
abogados para el trabajador;10;∞;0%;Alto;86;;;;10;10;10;10;10;0;0;10;10;10;0;10;10
abogados para despidos injustificados;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;10;0
abogados para consultas gratis;10;0%;0%;Alto;87;$78,07;245,06;;10;10;20;20;10;10;10;10;20;10;10;10;10
abogados para consultar gratis;10;0%;0%;Alto;87;$78,07;245,06;;10;10;20;20;10;10;10;10;20;10;10;10;10
abogados para casos laborales;10;0%;0%;Desconocido;;;;;0;0;0;10;10;0;10;0;10;10;0;10;0
abogados para casos de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;0;0;10;0;10;0
abogados para ayuda al trabajador;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
abogados para accidentes de transito;10;-100%;-100%;Desconocido;;;;;40;0;10;10;0;10;10;10;10;10;10;10;0
abogados para accidentes de trabajo;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados para accidentes;10;0%;∞;Alto;86;;;;0;10;10;10;10;0;10;10;0;10;10;10;10
abogados para accidente de trabajo;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados para accidente;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;0;10;0;10;10;10;10
abogados leyes;10;0%;0%;Medio;47;$158,74;27385,06;;10;10;10;10;10;10;10;10;10;20;10;10;10
abogados laboralistas en;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
abogados laborales por despido injustificado;10;0%;-100%;Desconocido;;;;;10;10;10;10;10;0;0;10;0;0;0;0;0
abogados laborales para trabajadores;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;10;0;0;0;10;0
abogados laborales online gratis argentina;10;-100%;-100%;Desconocido;;;;;10;0;10;10;10;10;0;0;0;0;10;10;0
abogados laborales gratis zona sur;10;0%;0%;Desconocido;;;;;0;0;10;10;0;0;0;0;0;0;0;0;0
abogados laborales en lomas de zamora;10;0%;0%;Alto;92;$187,59;377,8;;10;10;10;10;40;10;10;10;10;10;10;30;10
abogados laborales en linea gratis argentina;10;∞;∞;Alto;100;;;;0;0;0;0;0;0;0;0;0;0;0;0;10
abogados laborales en línea;10;0%;0%;Alto;92;$337,88;1273,38;;10;20;20;20;10;30;10;10;10;20;10;10;10
abogados laborales en escobar;10;-75%;0%;Medio;41;;;;10;0;10;10;10;10;0;10;10;40;40;10;10
abogados laborales en capital;10;0%;0%;Medio;64;$370,58;1147,75;;10;10;10;10;10;10;10;10;10;10;10;0;10
abogados laborales despido injustificado;10;0%;∞;Alto;93;;;;0;10;10;10;0;10;10;10;0;0;10;10;10
abogados laborales accidentes de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;10;0;0;0;0;0
