Keyword research CALCULADORA DESPIDO;;;;;;;;;;;;;;;;;;;;;;;;
1 de marzo de 2024 - 28 de febrero de 2025;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Keyword;Avg. monthly searches;Cambio en los œltimos tres meses;Cambio interanual;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2024;Searches: Apr 2024;Searches: May 2024;Searches: Jun 2024;Searches: Jul 2024;Searches: Aug 2024;Searches: Sep 2024;Searches: Oct 2024;Searches: Nov 2024;Searches: Dec 2024;Searches: Jan 2025;Searches: Feb 2025
indemnizacion por despido sin aviso previo;10;0%;0%;Medio;64;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por despido sin causa como se calcula;10;0%;°;Medio;64;;;;;;;;0;0;0;10;10;0;0;0;10;10;10;10
indemnizacion por despido sin causa empleada domestica;10;100%;0%;Bajo;28;42.99;182.01;;;;;;20;10;10;10;10;10;10;10;10;10;10;20
indemnizacion por despido sin causa justa;10;0%;0%;Bajo;21;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por despido sin justa causa argentina;10;0%;0%;Medio;51;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por despido sin justa causa empleada domestica;10;0%;0%;Bajo;29;;;;;;;;10;0;10;10;10;10;10;0;0;10;0;10
indemnizacion por despido sin justa causa menos de un a–o;10;0%;0%;Medio;57;;;;;;;;10;10;10;10;0;0;10;0;10;10;0;10
indemnizacion por dias trabajados;10;0%;0%;Bajo;29;;;;;;;;10;0;10;10;10;10;10;10;10;10;10;10
indemnizacion por discriminacion;10;-100%;-100%;Desconocido;;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;0
indemnizacion por dos meses de trabajo;10;0%;0%;Alto;79;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por ere;10;0%;-100%;Desconocido;;;;;;;;;0;0;10;0;10;10;0;0;0;0;0;0
indemnizacion por fallecimiento empleada domestica;10;0%;0%;Bajo;6;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por falta de preaviso calculo;10;0%;0%;Bajo;14;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por falta de preaviso despido objetivo;10;0%;°;Bajo;0;;;;;;;;0;0;10;10;0;10;0;10;10;10;0;10
indemnizacion por falta de trabajo;10;0%;0%;Bajo;30;;;;;;;;10;20;20;20;10;10;10;10;10;10;10;10
indemnizacion por fin contrato;10;-100%;0%;Desconocido;;;;;;;;;0;0;0;10;0;0;10;0;0;10;0;0
indemnizacion por finalizacion de contrato;10;0%;0%;Alto;71;;;;;;;;10;10;10;0;0;0;0;10;10;10;10;10
indemnizacion por finiquito;10;°;°;Bajo;29;;;;;;;;0;0;0;0;10;10;10;10;0;0;10;10
indemnizacion por justa causa;10;0%;0%;Bajo;24;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por liquidacion de empresa;10;°;°;Bajo;0;;;;;;;;10;0;10;0;0;0;10;10;10;0;0;10
indemnizacion por menos de un a–o trabajado;10;°;0%;Alto;86;;;;;;;;0;10;10;0;10;0;10;10;10;0;10;10
indemnizacion por no preaviso 15 dias;10;-100%;-100%;Desconocido;;;;;;;;;10;10;10;0;0;10;10;10;0;10;0;0
indemnizacion por omision de preaviso;10;0%;0%;Bajo;30;;;;;;;;10;10;10;10;10;10;10;20;10;10;10;10
indemnizacion por periodo de prueba;10;0%;0%;Medio;50;24.05;182.01;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion por preaviso en periodo de prueba;10;0%;0%;Bajo;11;;;;;;;;10;10;10;10;10;10;10;10;10;10;20;10
indemnizacion por preaviso omitido;10;°;0%;Bajo;7;;;;;;;;10;0;10;10;10;10;0;10;10;0;10;10
indemnizacion por renuncia empleados de comercio;10;0%;-50%;Medio;43;2.45;132.06;;;;;;10;20;20;10;10;10;10;10;10;10;20;10
indemnizacion por rescision de contrato laboral;10;0%;-100%;Desconocido;;;;;;;;;10;10;10;10;0;10;10;0;0;0;10;0
indemnizacion por retiro;10;°;°;Bajo;21;;;;;;;;10;10;10;10;10;10;10;10;0;0;10;10
indemnizacion por tiempo servido;10;0%;0%;Desconocido;;;;;;;;;0;0;10;10;0;0;0;0;0;0;0;0
indemnizacion por tres meses de trabajo;10;0%;0%;Medio;62;;;;;;;;10;10;0;10;10;10;0;10;10;10;0;10
indemnizacion por un a–o trabajado;10;0%;0%;Alto;71;76.25;156.19;;;;;;10;10;10;10;10;10;0;10;10;10;10;10
indemnizacion por vacaciones proporcionales;10;°;0%;Bajo;0;;;;;;;;0;10;10;10;10;10;10;10;0;0;0;10
indemnizacion preaviso calculo;10;0%;0%;Bajo;6;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion salario integral;10;0%;0%;Desconocido;;;;;;;;;0;0;10;10;0;10;0;0;0;0;0;0
indemnizacion sin justa causa calculadora;10;0%;0%;Bajo;19;;;;;;;;10;10;10;10;10;10;10;10;0;10;10;10
indemnizacion sin justa causa calculo;10;0%;0%;Desconocido;;;;;;;;;10;10;10;10;0;0;0;10;10;0;0;0
indemnizacion sin justa causa menos de un a–o;10;0%;0%;Desconocido;;;;;;;;;0;0;0;10;0;0;0;0;0;0;0;0
indemnizacion sin preaviso;10;0%;0%;Medio;46;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion sustitutiva de preaviso en periodo de prueba calculo;10;0%;0%;Bajo;31;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion tipos;10;0%;0%;Bajo;0;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizacion trabajador por cierre empresa;10;0%;-100%;Desconocido;;;;;;;;;0;0;0;0;0;0;10;0;0;0;0;0
indemnizacion vacaciones proporcionales;10;0%;0%;Bajo;10;;;;;;;;10;10;10;10;10;0;10;10;10;10;10;10
indemnizacion x antiguedad;10;0%;0%;Medio;43;91.38;202.65;;;;;;10;10;10;10;10;10;10;20;10;10;10;10
indemnizacion x despido injustificado;10;0%;0%;Medio;43;;;;;;;;10;10;10;0;0;10;10;10;10;10;10;10
indemnizaciones agravadas lct;10;0%;0%;Bajo;29;;;;;;;;10;10;30;30;20;10;10;10;10;10;10;10
indemnizaciones laborales por despido sin justa causa;10;°;°;Bajo;29;;;;;;;;10;0;0;10;10;10;0;10;0;0;10;10
indemnizaciones por acoso laboral;10;0%;0%;Desconocido;;;;;;;;;0;10;0;0;0;0;0;0;10;0;0;0
indemnizaciones por fin de contrato;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;10;0;0;0;0;0;0;0
indemnizaciones por termino de contrato;10;0%;0%;Desconocido;;;;;;;;;0;10;0;0;0;0;0;0;0;0;0;0
indemnizaciones sin justa causa;10;0%;0%;Bajo;0;;;;;;;;10;10;10;0;10;10;0;10;10;10;0;10
indemnizaciones tipos;10;0%;0%;Bajo;0;;;;;;;;0;0;10;10;0;10;0;10;10;10;0;10
indemnizaci—n a un trabajador;10;0%;0%;Desconocido;;;;;;;;;0;10;10;0;10;0;0;10;0;0;0;0
indemnizaci—n acoso laboral;10;0%;0%;Medio;62;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n agravada por despido;10;0%;0%;Medio;36;3.03;118.29;;;;;;20;20;10;40;10;10;20;10;10;10;10;10
indemnizaci—n antiguedad laboral;10;0%;0%;Bajo;27;149.89;277.37;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n art 241 lct;10;0%;0%;Bajo;19;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n complementaria por despido;10;°;°;Bajo;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;10
indemnizaci—n convencional;10;-100%;0%;Desconocido;;;;;;;;;0;10;0;10;0;0;0;10;0;10;0;0
indemnizaci—n cuanto me corresponde;10;-100%;-100%;Desconocido;;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;0
indemnizaci—n de 3 meses;10;°;°;Alto;86;;;;;;;;10;10;10;0;10;10;10;0;10;0;10;10
indemnizaci—n de contrato;10;0%;0%;Bajo;29;;;;;;;;10;10;10;10;10;10;10;10;10;10;0;10
indemnizaci—n de despido sin justa causa;10;0%;0%;Medio;61;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n despido calculadora;10;0%;°;Bajo;29;;;;;;;;0;10;10;10;10;10;0;10;10;10;10;10
indemnizaci—n despido justificado;10;°;°;Medio;43;;;;;;;;10;0;10;10;10;10;10;0;0;0;10;10
indemnizaci—n despido media jornada;10;-100%;0%;Desconocido;;;;;;;;;10;0;0;0;10;10;10;0;0;10;0;0
indemnizaci—n doble hasta cuando;10;0%;-100%;Desconocido;;;;;;;;;20;10;10;10;0;0;0;0;0;0;0;0
indemnizaci—n doble por despido;10;100%;100%;Medio;54;40.02;227.19;;;;;;10;10;20;20;10;10;10;10;10;10;10;20
indemnizaci—n empleada casa particular;10;0%;0%;Bajo;19;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n en el trabajo;10;°;0%;Bajo;0;;;;;;;;10;10;10;10;10;10;10;10;10;0;10;10
indemnizaci—n especial;10;0%;-50%;Bajo;0;;;;;;;;10;10;10;30;10;20;10;10;20;10;10;10
indemnizaci—n especial por embarazo;10;0%;0%;Bajo;18;;;;;;;;10;10;10;20;10;10;10;10;20;10;10;10
indemnizaci—n formula;10;-100%;-100%;Desconocido;;;;;;;;;10;10;0;10;10;0;10;0;0;10;10;0
indemnizaci—n laboral ejemplo;10;0%;0%;Bajo;0;;;;;;;;10;10;10;0;10;10;10;10;0;10;10;10
indemnizaci—n laboral por despido injustificado;10;°;°;Alto;71;;;;;;;;10;0;10;10;0;10;0;10;10;0;10;10
indemnizaci—n laboral por despido justificado;10;0%;0%;Desconocido;;;;;;;;;0;10;0;0;0;0;0;0;0;0;0;0
indemnizaci—n laboral por despido sin justa causa;10;0%;0%;Medio;57;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n laboral que es;10;0%;0%;Alto;71;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n laboral sin justa causa;10;0%;0%;Desconocido;;;;;;;;;10;10;10;0;10;0;10;0;10;0;10;0
indemnizaci—n legal por despido;10;0%;0%;Desconocido;;;;;;;;;10;0;0;10;10;10;0;0;10;0;0;0
indemnizaci—n ministerio de trabajo;10;°;0%;Bajo;29;;;;;;;;10;10;10;10;10;10;10;10;10;0;0;10
indemnizaci—n mujer embarazada;10;0%;0%;Alto;71;;;;;;;;0;10;0;0;0;0;0;0;10;10;0;10
indemnizaci—n para empleadas domesticas;10;-50%;0%;Bajo;27;3.57;159.74;;;;;;10;10;10;10;10;10;20;10;10;20;10;10
indemnizaci—n por 3 meses de trabajo;10;0%;0%;Alto;67;95.80;416.91;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por 4 meses de trabajo;10;0%;0%;Medio;66;43.10;192.71;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por 6 meses de trabajo;10;100%;0%;Medio;62;5.99;251.50;;;;;;10;10;10;10;10;20;20;10;10;10;20;20
indemnizaci—n por cese;10;0%;0%;Medio;50;;;;;;;;10;10;10;10;10;10;10;0;10;10;0;10
indemnizaci—n por cese de contrato;10;°;°;Alto;71;;;;;;;;10;0;10;0;10;10;10;0;0;0;0;10
indemnizaci—n por cesi—n ilegal de trabajadores;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;10;0;0;0;0;0;0;0
indemnizaci—n por cierre de empresa por jubilaci—n;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por da–os morales laboral;10;0%;0%;Desconocido;;;;;;;;;10;10;0;0;0;0;0;10;0;0;0;0
indemnizaci—n por despido 2021 argentina;10;°;°;Alto;76;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;10
indemnizaci—n por despido 2022 argentina calculadora;10;°;°;Bajo;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;10
indemnizaci—n por despido 2022 calculadora;10;0%;0%;Medio;57;;;;;;;;10;10;0;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido a mujer embarazada;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;10;10;0;10;0;0;0
indemnizaci—n por despido calculadora online;10;-50%;0%;Medio;40;;;;;;;;10;30;10;10;10;20;20;10;10;20;10;10
indemnizaci—n por despido calculo 2021;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;10;0;0;0;0
indemnizaci—n por despido calculo argentina;10;0%;0%;Medio;42;64.36;186.79;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido calculo online;10;0%;-50%;Bajo;16;;;;;;;;10;20;10;20;10;10;10;10;10;10;10;10
indemnizaci—n por despido con fuero sindical;10;0%;0%;Bajo;32;;;;;;;;20;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido de empleada domestica;10;0%;0%;Bajo;33;;;;;;;;10;10;10;10;10;10;10;10;10;10;20;10
indemnizaci—n por despido dias;10;0%;0%;Desconocido;;;;;;;;;10;0;10;0;0;10;10;0;0;0;0;0
indemnizaci—n por despido doble;10;0%;0%;Bajo;23;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido doble calculo;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por despido domestica;10;0%;0%;Medio;43;;;;;;;;20;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido ejemplo;10;0%;0%;Bajo;25;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido en cuarentena;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por despido en pandemia;10;-100%;-100%;Desconocido;;;;;;;;;10;10;10;0;10;10;0;0;0;10;0;0
indemnizaci—n por despido ere;10;°;0%;Bajo;0;;;;;;;;0;0;10;0;0;0;0;0;0;0;10;10
indemnizaci—n por despido es ganancial;10;0%;0%;Bajo;5;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido estando embarazada;10;0%;0%;Medio;45;;;;;;;;10;20;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido fuero maternal;10;0%;0%;Desconocido;;;;;;;;;10;10;0;0;0;0;0;0;10;0;0;0
indemnizaci—n por despido ley;10;0%;0%;Medio;37;;;;;;;;10;10;10;20;10;10;10;10;10;10;10;10
indemnizaci—n por despido lleva aportes y contribuciones;10;0%;0%;Bajo;25;;;;;;;;10;10;20;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido lleva descuentos;10;0%;0%;Bajo;25;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido maxima;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por despido no apto;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por despido por causas objetivas;10;0%;0%;Desconocido;;;;;;;;;10;0;0;0;0;0;0;0;0;0;10;0
indemnizaci—n por despido por cese de actividad;10;°;0%;Medio;43;;;;;;;;0;0;10;0;10;0;0;10;10;0;0;10
indemnizaci—n por despido por cierre de empresa;10;0%;0%;Medio;43;;;;;;;;20;10;20;20;10;10;10;10;10;10;10;10
indemnizaci—n por despido por embarazo;10;0%;0%;Medio;36;;;;;;;;10;10;10;10;10;10;10;10;20;10;10;10
indemnizaci—n por despido por enfermedad;10;0%;0%;Medio;39;43.55;988.98;;;;;;30;10;20;20;10;10;10;10;10;10;10;10
indemnizaci—n por despido por faltas injustificadas;10;0%;-100%;Desconocido;;;;;;;;;10;0;0;10;0;10;10;0;10;0;0;0
indemnizaci—n por despido reforma laboral;10;0%;0%;Alto;71;;;;;;;;10;30;10;20;10;10;20;20;10;10;10;10
indemnizaci—n por despido renta;10;°;°;Bajo;0;;;;;;;;0;0;10;0;0;10;0;0;0;0;10;10
indemnizaci—n por despido salario integral;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;10;0
indemnizaci—n por despido se declara hacienda;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;0;0;0;0
indemnizaci—n por despido simulador;10;0%;0%;Medio;41;77.94;210.59;;;;;;10;10;10;10;20;10;10;10;10;10;10;10
indemnizaci—n por despido sin justa causa calculadora;10;0%;0%;Bajo;29;;;;;;;;10;20;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido sin justa causa ejemplo;10;°;°;Medio;43;;;;;;;;10;10;10;0;10;10;0;10;10;0;10;10
indemnizaci—n por despido uecara;10;0%;0%;Bajo;29;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por despido voluntario;10;0%;0%;Bajo;29;;;;;;;;0;0;0;10;10;10;10;0;10;10;10;10
indemnizaci—n por despido y posterior contrataci—n;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10;0
indemnizaci—n por embarazo lct;10;0%;-67%;Bajo;3;;;;;;;;20;20;20;10;20;10;10;10;20;10;10;10
indemnizaci—n por falta de aviso previo;10;°;0%;Medio;64;;;;;;;;0;0;10;0;10;0;0;0;10;0;0;10
indemnizaci—n por hostigamiento laboral;10;0%;0%;Alto;67;123.42;385.53;;;;;;20;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n por injusta causa;10;0%;0%;Desconocido;;;;;;;;;0;10;10;10;0;0;0;10;0;0;0;0
indemnizaci—n por liquidacion de la empresa;10;0%;0%;Medio;43;;;;;;;;0;10;0;10;10;10;10;10;0;10;0;10
indemnizaci—n por no renovaci—n de contrato;10;°;0%;Bajo;29;;;;;;;;10;10;10;10;10;10;10;10;10;0;10;10
indemnizaci—n por novaci—n de contrato;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;10;0;0;0;0
indemnizaci—n por rescisi—n de contrato;10;-50%;0%;Medio;62;;;;;;;;10;10;20;10;10;10;10;10;20;20;10;10
indemnizaci—n por retiro sin justa causa;10;0%;-100%;Desconocido;;;;;;;;;0;0;10;0;10;0;0;0;0;0;10;0
indemnizaci—n por terminacion de contrato sin justa causa;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10;0
indemnizaci—n por termino de contrato de trabajo;10;0%;0%;Desconocido;;;;;;;;;0;0;10;0;0;0;0;0;10;0;0;0
indemnizaci—n por tiempo de servicio;10;0%;0%;Medio;57;;;;;;;;0;0;0;10;0;0;0;10;0;10;10;10
indemnizaci—n por un a–o y medio de trabajo;10;0%;0%;Medio;61;28.72;448.56;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n salarial;10;0%;°;Bajo;29;;;;;;;;10;10;0;10;10;10;0;0;10;10;0;10
indemnizaci—n segun el codigo de trabajo;10;-100%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;10;10;10;10;0;0
indemnizaci—n tiempo servido;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;0;10;0;0;0
indemnizaci—n trabajadoras del hogar;10;°;°;Bajo;0;;;;;;;;0;0;10;0;10;0;0;0;0;0;10;10
indemnizaci—n vacacional;10;0%;0%;Bajo;8;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
indemnizaci—n y finiquito como calcularlo;10;0%;-100%;Desconocido;;;;;;;;;10;10;10;0;10;10;0;0;0;0;0;0
indemnizaci—n y finiquito es lo mismo;10;0%;0%;Desconocido;;;;;;;;;0;10;0;0;0;0;0;0;0;0;0;0
integracion del mes de despido calculo;10;0%;0%;Bajo;26;;;;;;;;20;10;20;20;10;10;10;10;10;10;10;10
integracion mes de despido calculo;10;0%;0%;Bajo;14;;;;;;;;10;10;10;10;10;10;20;10;10;10;10;10
integracion mes despido calculo;10;0%;0%;Bajo;16;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
la doble indemnizaci—n;10;-100%;-100%;Desconocido;;;;;;;;;0;10;10;10;10;10;10;10;0;10;10;0
la indemnizacion por despido es remunerativa;10;0%;-50%;Bajo;25;;;;;;;;20;30;10;10;10;10;10;10;10;10;10;10
la indemnizacion por despido se calcula sobre el sueldo bruto;10;0%;0%;Medio;64;;;;;;;;10;10;10;10;10;10;10;0;0;10;0;10
la indemnizaci—n laboral;10;-100%;-100%;Desconocido;;;;;;;;;10;10;10;10;0;10;10;0;10;10;0;0
la indemnizaci—n por despido es embargable;10;°;0%;Bajo;0;;;;;;;;10;10;0;10;10;10;10;0;10;0;10;10
la indemnizaci—n por despido es ganancial;10;0%;0%;Bajo;0;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
la indemnizaci—n por despido injustificado;10;°;°;Medio;64;;;;;;;;0;0;10;0;0;10;0;0;0;0;10;10
la indemnizaci—n por despido se declara a hacienda;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;10;0;0;0;0;0
la indemnizaci—n por despido sin justa causa;10;-100%;0%;Desconocido;;;;;;;;;0;0;10;10;10;0;0;10;0;10;0;0
las horas extras entran en la indemnizacion por despido;10;0%;0%;Medio;35;;;;;;;;10;10;10;10;10;0;10;0;10;10;10;10
las indemnizaciones laborales son deducibles de renta;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;10;0;0;0;0
las indemnizaciones por despido;10;°;0%;Bajo;0;;;;;;;;10;10;0;10;10;10;10;0;10;0;10;10
las indemnizaciones por despido son gananciales;10;-100%;0%;Desconocido;;;;;;;;;10;0;10;0;10;0;10;10;10;10;0;0
las indemnizaciones se calculan sobre el bruto;10;0%;0%;Medio;34;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
lct 245 indemnizacion;10;0%;0%;Bajo;15;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
lct indemnizacion por despido;10;0%;0%;Bajo;27;;;;;;;;10;10;10;10;10;10;20;10;10;10;10;10
ley 25013 indemnizaci—n por antigŸedad;10;0%;0%;Bajo;0;;;;;;;;10;10;10;0;10;10;10;10;10;10;10;10
ley contrato de trabajo indemnizacion;10;0%;0%;Medio;34;;;;;;;;10;20;10;10;20;10;10;10;20;10;10;10
ley de contrato de trabajo liquidacion final por despido;10;0%;0%;Medio;61;112.42;162.61;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
ley de doble indemnizacion;10;0%;0%;Bajo;0;;;;;;;;20;10;10;10;10;10;10;10;10;10;0;10
ley de indemnizaci—n por despido sin justa causa;10;0%;0%;Bajo;19;;;;;;;;10;10;10;10;10;10;10;10;10;10;0;10
ley de trabajo indemnizacion por despido;10;200%;200%;Medio;65;7.46;220.46;;;;;;10;10;10;20;10;10;20;10;10;10;20;30
ley de trabajo liquidacion por despido;10;0%;°;Alto;67;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
ley del trabajo liquidacion por despido;10;0%;-100%;Desconocido;;;;;;;;;0;10;0;10;0;0;0;0;0;0;0;0
ley doble indemnizacion;10;0%;-50%;Bajo;29;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
ley doble indemnizacion 2022;10;°;°;Bajo;29;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;10
ley indemnizacion por despido sin justa causa;10;°;0%;Alto;71;;;;;;;;0;10;10;10;10;0;10;10;10;0;10;10
ley indemnizaciones laborales;10;-50%;0%;Bajo;17;;;;;;;;10;10;10;10;20;10;10;10;10;20;10;10
ley para indemnizaciones laborales;10;°;°;Alto;71;;;;;;;;0;10;10;10;10;10;0;10;0;0;10;10
limites indemnizacion despido;10;0%;-50%;Bajo;18;;;;;;;;30;20;20;10;10;10;10;10;10;10;10;10
liquidacion al 100 por despido injustificado;10;-100%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;0;0;10;0;0
liquidacion calculo por despido;10;0%;0%;Desconocido;;;;;;;;;10;0;0;10;0;0;0;0;0;0;0;0
liquidacion con indemnizacion calculadora;10;°;°;Bajo;14;;;;;;;;0;0;10;10;10;10;10;10;0;0;10;10
liquidacion con justa causa;10;0%;0%;Bajo;0;;;;;;;;10;10;10;10;20;10;10;10;10;10;10;10
liquidacion contrato de trabajo;10;0%;°;Bajo;21;;;;;;;;10;10;10;10;0;0;10;10;10;10;0;10
liquidacion correspondiente por despido;10;0%;°;Medio;57;;;;;;;;10;0;10;0;10;0;0;0;0;10;0;10
liquidacion cuanto corresponde;10;°;0%;Alto;86;;;;;;;;0;0;10;0;10;0;10;0;10;0;0;10
liquidacion cuanto me corresponde;10;0%;0%;Medio;65;98.13;288.06;;;;;;20;10;10;10;10;10;10;10;20;10;10;10
liquidacion cuanto me toca;10;0%;0%;Desconocido;;;;;;;;;10;0;0;10;0;0;0;10;0;0;0;0
liquidacion de despido con justa causa;10;0%;0%;Medio;60;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
liquidacion de despido injustificado;10;0%;0%;Medio;64;64.24;189.40;;;;;;20;10;10;10;0;10;10;10;10;10;10;10
liquidacion de despido sin causa;10;°;0%;Medio;56;89.46;159.27;;;;;;10;10;20;10;10;10;10;10;10;0;10;10
liquidacion de despido sin justa causa;10;0%;0%;Medio;63;11.49;138.90;;;;;;10;10;10;20;20;10;10;10;10;10;10;10
liquidacion de empleado por despido;10;°;°;Medio;57;;;;;;;;0;10;10;0;0;0;10;10;10;0;10;10
liquidacion de empleados por cierre de empresa;10;°;°;Medio;43;;;;;;;;0;10;0;0;0;10;10;0;0;0;10;10
liquidacion de empresa indemnizacion trabajadores;10;-100%;-100%;Desconocido;;;;;;;;;10;0;0;0;10;0;0;10;0;10;0;0
liquidacion de indemnizacion despido sin justa causa;10;°;0%;Bajo;29;;;;;;;;10;10;10;10;10;20;20;10;10;0;0;10
liquidacion de indemnizacion por despido;10;0%;-50%;Medio;42;33.14;279.73;;;;;;30;50;40;10;10;10;10;10;10;10;10;10
liquidacion de indemnizaciones laborales argentina;10;°;°;Alto;71;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;10
liquidacion de indemnizaci—n laboral;10;°;-50%;Medio;33;;;;;;;;10;10;10;10;10;10;10;10;10;0;10;10
liquidacion de indemnizaci—n por despido sin justa causa;10;0%;°;Medio;38;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
liquidacion de indemnizaci—n por despido sin justa causa excel;10;0%;-100%;Desconocido;;;;;;;;;10;10;0;0;10;0;0;10;0;0;0;0
liquidacion de ley por despido;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;10;0;0;0;0
liquidacion de salario por despido;10;°;0%;Alto;79;;;;;;;;10;0;10;10;10;10;10;0;0;0;10;10
liquidacion de sueldo despido;10;0%;0%;Medio;57;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
liquidacion de sueldo por despido calculo;10;0%;0%;Desconocido;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10;0
liquidacion de sueldo por despido con causa;10;0%;0%;Alto;70;37.61;131.41;;;;;;10;10;10;10;10;10;0;0;10;10;0;10
liquidacion de sueldo por despido injustificado;10;°;0%;Alto;86;;;;;;;;10;10;10;10;10;10;10;10;10;0;10;10
liquidacion de sueldos empleados de comercio por despido;10;0%;-100%;Desconocido;;;;;;;;;10;0;10;10;0;0;0;0;0;0;10;0
liquidacion de sueldos final por despido;10;0%;-50%;Medio;49;;;;;;;;20;10;10;10;10;10;10;10;10;10;10;10
